k3outI,k3I_n,k13IV,k2M,kn2M,k1in,k3inI,k3inA,kn13_c,k13_n,k13ID,knBM,ksD,k3A_c,k13_c,k3I_c,k3outA,ksV,k1out,k13I,n_S,kn13_n,k2I,kBM
0.051883516584075744,144.22086521526842,983.616290883897,195.57146738807387,0.00390946353237407,28.47457993004707,0.0010026401017240944,5.316340820748263,771.5978964213126,963.1708937874674,2.8914913753385703,812.2254742360403,1.4626291437223071,1.150670100900631,986.6986335174289,0.005092146532553257,646.8020811532873,898.9646543761016,370.5534073828646,0.03216788623736454,5.164307955398867,30.049607504844012,519.6125213912397,1.1184298841103129
0.0566766172860693,20.340348089849396,949.9977635660347,920.824683550038,0.02269793396148353,35.12668808315526,0.0010109713279571068,41.9585539530246,546.9648459003055,545.908288230692,3.666017410691154,548.0268649730593,0.04558559259944239,1.339194971815141,974.0401899311573,0.006165560645782628,834.4423045698484,718.3669777080811,944.2132028894287,0.0119633423986527,2.156848398038308,6.759294258047748,163.90223816016618,6.92722072127296
917.550567617915,0.0010588494072971241,676.315815436094,994.2828566587712,7.579903819482141,56.18530552008646,11.594926838881095,374.4429199981551,330.62073999331005,994.9023247920215,5.666517119735267,989.6658888781905,1.9616203794086862,0.7766505295974696,936.9615660115061,0.11095390997831404,9.274336721875637,942.8084384209799,991.7954175601525,0.020076803500583842,2.166382975480825,18.823818527386887,16.886824077055543,1.3218052965606049
0.04090766158294795,49.484550343052945,980.6376170674627,946.6697431396753,0.05183289317321696,62.99283690498575,0.001002472854106334,16.76518462252081,456.5241561809947,462.57476407238823,28.008379144804806,743.4179707551946,2.5470109451137617,0.8231422480114583,951.3609897186302,0.019638923972161673,911.2645108257783,692.8979859498286,910.4444615061878,0.01916531496305683,2.8454643179002015,9.724706072733357,75.85622258839948,6.798560743354608
0.0483359822859738,69.10553637035166,969.1051382185096,943.2288433675404,0.15201563141087848,34.28522363626707,0.0010036990244596605,11.820077182811012,426.4353635805125,861.6209704748321,18.19578504184843,856.7463186207865,0.785104245659972,1.1225577457959568,979.725603843493,0.010893323692601688,869.3925855473204,928.055779055133,599.6339378979114,0.0026307133306747756,5.2323746996816585,13.85852003496287,215.7938779703233,9.599292503166033
0.035302277030290305,258.16872391826007,999.4551795878605,989.3070639614566,0.14398719560210027,20.090897099033718,0.0010012273747989668,4.626693441759421,351.3966790521851,933.645985343571,7.626404178948355,855.4940541848863,0.5135754498287595,0.9200817542597308,998.5218586261304,0.001070375708891832,958.9912252073636,335.0078272007753,274.22314682001155,0.0013042606519433455,3.272272902242814,20.71834411231397,4.87140777655012,1.444483190866624
0.050096864665648756,344.79196054436204,940.9406326417502,973.2073335267102,0.3910076491783845,20.62489689735188,0.0010054152466005858,3.4971779152353983,483.9472205764692,675.6033690111884,16.643065369371527,457.32912368820257,0.6930444408477645,1.0815279654934964,988.7018091543694,0.012018743956058812,885.386780440598,277.7865756284403,747.4950210645505,0.005037931248299689,3.2586076022252435,5.6780609077491775,0.4561951789408667,2.5231445305706037
0.03169320655741497,5.942005872765154,968.4683885876133,680.0878170709852,0.029208645694332833,86.70414242523043,0.001012944917032278,91.35028433455095,419.42404669436155,885.7937173620494,45.88158527374016,674.0620445235089,2.1137402513682617,0.750020780787031,985.1349100272062,0.0025026082624586975,982.2246096917855,772.663792705715,937.1318855295108,0.006254922293913914,2.275572527218726,22.9934410404098,8.981367348582651,14.72618592086026
0.06151123713134768,0.5352021094927217,986.209657503237,978.4476374698339,0.34939668302996973,61.13587645109192,0.0010081543089787918,847.8867993679033,445.9849688702176,482.46779618512664,10.294225733753718,927.9491142885809,0.20404813950520873,1.1488144228753088,972.0836190019949,0.0035079936251098108,423.4774963754344,553.3279139706535,616.8223233063661,0.0013282974303195326,5.659771798250059,13.859805506860662,153.9666690653881,2.960839564807083
0.0568594337101797,14.844064379733023,988.014767535188,690.7669332927541,0.0072345895104639416,78.6017575346578,0.0010058975474629872,55.81144171043415,459.19113916146785,999.8460329987762,7.345207755446225,277.96639302856613,0.477851590838539,1.292867541926413,989.8905015493539,0.002711660886520471,779.559112771761,894.9344894708463,866.7804769771836,0.008278633441290442,5.428169272540849,27.280309291917927,280.70750116992275,2.281664105908416
